,Name,Line_Category,Line,over_under,league,no_vig_prob
3931,Matthew Tkachuk,Assists,0.5,Over,NHL,0.0
3932,Matthew Tkachuk,Assists,0.5,Under,NHL,0.0
3933,Brandon Montour,Assists,0.5,Over,NHL,0.0
3934,Brandon Montour,Assists,0.5,Under,NHL,0.0
3935,Anton Lundell,Assists,0.5,Over,NHL,0.0
3936,Anton Lundell,Assists,0.5,Under,NHL,0.0
3969,Steven Stamkos,player_shots_on_goal,3.5,Over,NHL,0.0
3970,Steven Stamkos,player_shots_on_goal,3.5,Under,NHL,0.0
3971,Victor Hedman,player_shots_on_goal,1.5,Over,NHL,0.0
3972,Victor Hedman,player_shots_on_goal,1.5,Under,NHL,0.0
3973,Vladimir Tarasenko,player_shots_on_goal,2.5,Over,NHL,0.0
3974,Vladimir Tarasenko,player_shots_on_goal,2.5,Under,NHL,0.0
3975,Nikita Kucherov,player_shots_on_goal,3.5,Over,NHL,0.0
3976,Nikita Kucherov,player_shots_on_goal,3.5,Under,NHL,0.0
3977,Nicholas Paul,player_shots_on_goal,1.5,Over,NHL,0.0
3978,Nicholas Paul,player_shots_on_goal,1.5,Under,NHL,0.0
3979,Aleksander Barkov,player_shots_on_goal,2.5,Over,NHL,0.0
3980,Aleksander Barkov,player_shots_on_goal,2.5,Under,NHL,0.0
3981,Sam Reinhart,player_shots_on_goal,2.5,Over,NHL,0.0
3982,Sam Reinhart,player_shots_on_goal,2.5,Under,NHL,0.0
3983,Sam Bennett,player_shots_on_goal,2.5,Over,NHL,0.0
3984,Sam Bennett,player_shots_on_goal,2.5,Under,NHL,0.0
3985,Brayden Point,player_shots_on_goal,2.5,Over,NHL,0.0
3986,Brayden Point,player_shots_on_goal,2.5,Under,NHL,0.0
3987,Evan Rodrigues,player_shots_on_goal,1.5,Over,NHL,0.0
3988,Evan Rodrigues,player_shots_on_goal,1.5,Under,NHL,0.0
3989,Gustav Forsling,player_shots_on_goal,1.5,Over,NHL,0.0
3990,Gustav Forsling,player_shots_on_goal,1.5,Under,NHL,0.0
3991,Brandon Hagel,player_shots_on_goal,1.5,Over,NHL,0.0
3992,Brandon Hagel,player_shots_on_goal,1.5,Under,NHL,0.0
3993,Carter Verhaeghe,player_shots_on_goal,2.5,Over,NHL,0.0
3994,Carter Verhaeghe,player_shots_on_goal,2.5,Under,NHL,0.0
3995,Matthew Tkachuk,player_shots_on_goal,3.5,Over,NHL,0.0
3996,Matthew Tkachuk,player_shots_on_goal,3.5,Under,NHL,0.0
3997,Brandon Montour,player_shots_on_goal,2.5,Over,NHL,0.0
3998,Brandon Montour,player_shots_on_goal,2.5,Under,NHL,0.0
3999,Anton Lundell,player_shots_on_goal,1.5,Over,NHL,0.0
4000,Anton Lundell,player_shots_on_goal,1.5,Under,NHL,0.0
